id,source,zh_sentence,tsl_gloss,subject,object,time,topic,verb,verb_type,agreement,question_type,negation,nonmanual,notes
TSL0740,synthetic_template,他今天買照片,今天 照片 他 買,他,照片,今天,照片,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0741,synthetic_template,他今天沒有買照片,今天 照片 他 買 沒有,他,照片,今天,照片,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0742,synthetic_template,他今天看照片,今天 照片 他 看,他,照片,今天,照片,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0743,synthetic_template,他今天沒有看照片,今天 照片 他 看 沒有,他,照片,今天,照片,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0744,synthetic_template,他今天喝照片,今天 照片 他 喝,他,照片,今天,照片,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0745,synthetic_template,他今天沒有喝照片,今天 照片 他 喝 沒有,他,照片,今天,照片,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0746,synthetic_template,他今天帶照片,今天 照片 他 帶,他,照片,今天,照片,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0747,synthetic_template,他今天沒有帶照片,今天 照片 他 帶 沒有,他,照片,今天,照片,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0748,synthetic_template,他今天寫照片,今天 照片 他 寫,他,照片,今天,照片,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0749,synthetic_template,他今天沒有寫照片,今天 照片 他 寫 沒有,他,照片,今天,照片,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0750,synthetic_template,他今天找照片,今天 照片 他 找,他,照片,今天,照片,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0751,synthetic_template,他今天沒有找照片,今天 照片 他 找 沒有,他,照片,今天,照片,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0752,synthetic_template,他今天喜歡照片,今天 照片 他 喜歡,他,照片,今天,照片,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0753,synthetic_template,他今天沒有喜歡照片,今天 照片 他 喜歡 沒有,他,照片,今天,照片,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0754,synthetic_template,他今天記得照片,今天 照片 他 記得,他,照片,今天,照片,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0755,synthetic_template,他今天沒有記得照片,今天 照片 他 記得 沒有,他,照片,今天,照片,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0756,synthetic_template,他今天忘記照片,今天 照片 他 忘記,他,照片,今天,照片,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0757,synthetic_template,他今天沒有忘記照片,今天 照片 他 忘記 沒有,他,照片,今天,照片,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0758,synthetic_template,他今天討厭照片,今天 照片 他 討厭,他,照片,今天,照片,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0759,synthetic_template,他今天沒有討厭照片,今天 照片 他 討厭 沒有,他,照片,今天,照片,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0760,synthetic_template,他今天買雨傘,今天 雨傘 他 買,他,雨傘,今天,雨傘,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0761,synthetic_template,他今天沒有買雨傘,今天 雨傘 他 買 沒有,他,雨傘,今天,雨傘,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0762,synthetic_template,他今天看雨傘,今天 雨傘 他 看,他,雨傘,今天,雨傘,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0763,synthetic_template,他今天沒有看雨傘,今天 雨傘 他 看 沒有,他,雨傘,今天,雨傘,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0764,synthetic_template,他今天喝雨傘,今天 雨傘 他 喝,他,雨傘,今天,雨傘,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0765,synthetic_template,他今天沒有喝雨傘,今天 雨傘 他 喝 沒有,他,雨傘,今天,雨傘,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0766,synthetic_template,他今天帶雨傘,今天 雨傘 他 帶,他,雨傘,今天,雨傘,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0767,synthetic_template,他今天沒有帶雨傘,今天 雨傘 他 帶 沒有,他,雨傘,今天,雨傘,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0768,synthetic_template,他今天寫雨傘,今天 雨傘 他 寫,他,雨傘,今天,雨傘,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0769,synthetic_template,他今天沒有寫雨傘,今天 雨傘 他 寫 沒有,他,雨傘,今天,雨傘,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0770,synthetic_template,他今天找雨傘,今天 雨傘 他 找,他,雨傘,今天,雨傘,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0771,synthetic_template,他今天沒有找雨傘,今天 雨傘 他 找 沒有,他,雨傘,今天,雨傘,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0772,synthetic_template,他今天喜歡雨傘,今天 雨傘 他 喜歡,他,雨傘,今天,雨傘,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0773,synthetic_template,他今天沒有喜歡雨傘,今天 雨傘 他 喜歡 沒有,他,雨傘,今天,雨傘,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0774,synthetic_template,他今天記得雨傘,今天 雨傘 他 記得,他,雨傘,今天,雨傘,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0775,synthetic_template,他今天沒有記得雨傘,今天 雨傘 他 記得 沒有,他,雨傘,今天,雨傘,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0776,synthetic_template,他今天忘記雨傘,今天 雨傘 他 忘記,他,雨傘,今天,雨傘,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0777,synthetic_template,他今天沒有忘記雨傘,今天 雨傘 他 忘記 沒有,他,雨傘,今天,雨傘,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0778,synthetic_template,他今天討厭雨傘,今天 雨傘 他 討厭,他,雨傘,今天,雨傘,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0779,synthetic_template,他今天沒有討厭雨傘,今天 雨傘 他 討厭 沒有,他,雨傘,今天,雨傘,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0780,synthetic_template,他今天買錢包,今天 錢包 他 買,他,錢包,今天,錢包,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0781,synthetic_template,他今天沒有買錢包,今天 錢包 他 買 沒有,他,錢包,今天,錢包,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0782,synthetic_template,他今天看錢包,今天 錢包 他 看,他,錢包,今天,錢包,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0783,synthetic_template,他今天沒有看錢包,今天 錢包 他 看 沒有,他,錢包,今天,錢包,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0784,synthetic_template,他今天喝錢包,今天 錢包 他 喝,他,錢包,今天,錢包,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0785,synthetic_template,他今天沒有喝錢包,今天 錢包 他 喝 沒有,他,錢包,今天,錢包,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0786,synthetic_template,他今天帶錢包,今天 錢包 他 帶,他,錢包,今天,錢包,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0787,synthetic_template,他今天沒有帶錢包,今天 錢包 他 帶 沒有,他,錢包,今天,錢包,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0788,synthetic_template,他今天寫錢包,今天 錢包 他 寫,他,錢包,今天,錢包,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0789,synthetic_template,他今天沒有寫錢包,今天 錢包 他 寫 沒有,他,錢包,今天,錢包,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0790,synthetic_template,他今天找錢包,今天 錢包 他 找,他,錢包,今天,錢包,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0791,synthetic_template,他今天沒有找錢包,今天 錢包 他 找 沒有,他,錢包,今天,錢包,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0792,synthetic_template,他今天喜歡錢包,今天 錢包 他 喜歡,他,錢包,今天,錢包,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0793,synthetic_template,他今天沒有喜歡錢包,今天 錢包 他 喜歡 沒有,他,錢包,今天,錢包,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0794,synthetic_template,他今天記得錢包,今天 錢包 他 記得,他,錢包,今天,錢包,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0795,synthetic_template,他今天沒有記得錢包,今天 錢包 他 記得 沒有,他,錢包,今天,錢包,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0796,synthetic_template,他今天忘記錢包,今天 錢包 他 忘記,他,錢包,今天,錢包,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0797,synthetic_template,他今天沒有忘記錢包,今天 錢包 他 忘記 沒有,他,錢包,今天,錢包,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0798,synthetic_template,他今天討厭錢包,今天 錢包 他 討厭,他,錢包,今天,錢包,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0799,synthetic_template,他今天沒有討厭錢包,今天 錢包 他 討厭 沒有,他,錢包,今天,錢包,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0800,synthetic_template,她今天買書,今天 書 她 買,她,書,今天,書,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0801,synthetic_template,她今天沒有買書,今天 書 她 買 沒有,她,書,今天,書,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0802,synthetic_template,她今天看書,今天 書 她 看,她,書,今天,書,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0803,synthetic_template,她今天沒有看書,今天 書 她 看 沒有,她,書,今天,書,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0804,synthetic_template,她今天喝書,今天 書 她 喝,她,書,今天,書,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0805,synthetic_template,她今天沒有喝書,今天 書 她 喝 沒有,她,書,今天,書,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0806,synthetic_template,她今天帶書,今天 書 她 帶,她,書,今天,書,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0807,synthetic_template,她今天沒有帶書,今天 書 她 帶 沒有,她,書,今天,書,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0808,synthetic_template,她今天寫書,今天 書 她 寫,她,書,今天,書,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0809,synthetic_template,她今天沒有寫書,今天 書 她 寫 沒有,她,書,今天,書,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0810,synthetic_template,她今天找書,今天 書 她 找,她,書,今天,書,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0811,synthetic_template,她今天沒有找書,今天 書 她 找 沒有,她,書,今天,書,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0812,synthetic_template,她今天喜歡書,今天 書 她 喜歡,她,書,今天,書,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0813,synthetic_template,她今天沒有喜歡書,今天 書 她 喜歡 沒有,她,書,今天,書,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0814,synthetic_template,她今天記得書,今天 書 她 記得,她,書,今天,書,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0815,synthetic_template,她今天沒有記得書,今天 書 她 記得 沒有,她,書,今天,書,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0816,synthetic_template,她今天忘記書,今天 書 她 忘記,她,書,今天,書,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0817,synthetic_template,她今天沒有忘記書,今天 書 她 忘記 沒有,她,書,今天,書,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0818,synthetic_template,她今天討厭書,今天 書 她 討厭,她,書,今天,書,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0819,synthetic_template,她今天沒有討厭書,今天 書 她 討厭 沒有,她,書,今天,書,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0820,synthetic_template,她今天買手機,今天 手機 她 買,她,手機,今天,手機,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0821,synthetic_template,她今天沒有買手機,今天 手機 她 買 沒有,她,手機,今天,手機,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0822,synthetic_template,她今天看手機,今天 手機 她 看,她,手機,今天,手機,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0823,synthetic_template,她今天沒有看手機,今天 手機 她 看 沒有,她,手機,今天,手機,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0824,synthetic_template,她今天喝手機,今天 手機 她 喝,她,手機,今天,手機,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0825,synthetic_template,她今天沒有喝手機,今天 手機 她 喝 沒有,她,手機,今天,手機,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0826,synthetic_template,她今天帶手機,今天 手機 她 帶,她,手機,今天,手機,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0827,synthetic_template,她今天沒有帶手機,今天 手機 她 帶 沒有,她,手機,今天,手機,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0828,synthetic_template,她今天寫手機,今天 手機 她 寫,她,手機,今天,手機,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0829,synthetic_template,她今天沒有寫手機,今天 手機 她 寫 沒有,她,手機,今天,手機,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0830,synthetic_template,她今天找手機,今天 手機 她 找,她,手機,今天,手機,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0831,synthetic_template,她今天沒有找手機,今天 手機 她 找 沒有,她,手機,今天,手機,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0832,synthetic_template,她今天喜歡手機,今天 手機 她 喜歡,她,手機,今天,手機,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0833,synthetic_template,她今天沒有喜歡手機,今天 手機 她 喜歡 沒有,她,手機,今天,手機,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0834,synthetic_template,她今天記得手機,今天 手機 她 記得,她,手機,今天,手機,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0835,synthetic_template,她今天沒有記得手機,今天 手機 她 記得 沒有,她,手機,今天,手機,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0836,synthetic_template,她今天忘記手機,今天 手機 她 忘記,她,手機,今天,手機,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0837,synthetic_template,她今天沒有忘記手機,今天 手機 她 忘記 沒有,她,手機,今天,手機,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0838,synthetic_template,她今天討厭手機,今天 手機 她 討厭,她,手機,今天,手機,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0839,synthetic_template,她今天沒有討厭手機,今天 手機 她 討厭 沒有,她,手機,今天,手機,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0840,synthetic_template,她今天買咖啡,今天 咖啡 她 買,她,咖啡,今天,咖啡,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0841,synthetic_template,她今天沒有買咖啡,今天 咖啡 她 買 沒有,她,咖啡,今天,咖啡,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0842,synthetic_template,她今天看咖啡,今天 咖啡 她 看,她,咖啡,今天,咖啡,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0843,synthetic_template,她今天沒有看咖啡,今天 咖啡 她 看 沒有,她,咖啡,今天,咖啡,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0844,synthetic_template,她今天喝咖啡,今天 咖啡 她 喝,她,咖啡,今天,咖啡,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0845,synthetic_template,她今天沒有喝咖啡,今天 咖啡 她 喝 沒有,她,咖啡,今天,咖啡,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0846,synthetic_template,她今天帶咖啡,今天 咖啡 她 帶,她,咖啡,今天,咖啡,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0847,synthetic_template,她今天沒有帶咖啡,今天 咖啡 她 帶 沒有,她,咖啡,今天,咖啡,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0848,synthetic_template,她今天寫咖啡,今天 咖啡 她 寫,她,咖啡,今天,咖啡,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0849,synthetic_template,她今天沒有寫咖啡,今天 咖啡 她 寫 沒有,她,咖啡,今天,咖啡,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0850,synthetic_template,她今天找咖啡,今天 咖啡 她 找,她,咖啡,今天,咖啡,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0851,synthetic_template,她今天沒有找咖啡,今天 咖啡 她 找 沒有,她,咖啡,今天,咖啡,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0852,synthetic_template,她今天喜歡咖啡,今天 咖啡 她 喜歡,她,咖啡,今天,咖啡,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0853,synthetic_template,她今天沒有喜歡咖啡,今天 咖啡 她 喜歡 沒有,她,咖啡,今天,咖啡,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0854,synthetic_template,她今天記得咖啡,今天 咖啡 她 記得,她,咖啡,今天,咖啡,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0855,synthetic_template,她今天沒有記得咖啡,今天 咖啡 她 記得 沒有,她,咖啡,今天,咖啡,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0856,synthetic_template,她今天忘記咖啡,今天 咖啡 她 忘記,她,咖啡,今天,咖啡,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0857,synthetic_template,她今天沒有忘記咖啡,今天 咖啡 她 忘記 沒有,她,咖啡,今天,咖啡,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0858,synthetic_template,她今天討厭咖啡,今天 咖啡 她 討厭,她,咖啡,今天,咖啡,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0859,synthetic_template,她今天沒有討厭咖啡,今天 咖啡 她 討厭 沒有,她,咖啡,今天,咖啡,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0860,synthetic_template,她今天買水,今天 水 她 買,她,水,今天,水,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0861,synthetic_template,她今天沒有買水,今天 水 她 買 沒有,她,水,今天,水,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0862,synthetic_template,她今天看水,今天 水 她 看,她,水,今天,水,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0863,synthetic_template,她今天沒有看水,今天 水 她 看 沒有,她,水,今天,水,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0864,synthetic_template,她今天喝水,今天 水 她 喝,她,水,今天,水,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0865,synthetic_template,她今天沒有喝水,今天 水 她 喝 沒有,她,水,今天,水,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0866,synthetic_template,她今天帶水,今天 水 她 帶,她,水,今天,水,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0867,synthetic_template,她今天沒有帶水,今天 水 她 帶 沒有,她,水,今天,水,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0868,synthetic_template,她今天寫水,今天 水 她 寫,她,水,今天,水,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0869,synthetic_template,她今天沒有寫水,今天 水 她 寫 沒有,她,水,今天,水,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0870,synthetic_template,她今天找水,今天 水 她 找,她,水,今天,水,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0871,synthetic_template,她今天沒有找水,今天 水 她 找 沒有,她,水,今天,水,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0872,synthetic_template,她今天喜歡水,今天 水 她 喜歡,她,水,今天,水,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0873,synthetic_template,她今天沒有喜歡水,今天 水 她 喜歡 沒有,她,水,今天,水,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0874,synthetic_template,她今天記得水,今天 水 她 記得,她,水,今天,水,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0875,synthetic_template,她今天沒有記得水,今天 水 她 記得 沒有,她,水,今天,水,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0876,synthetic_template,她今天忘記水,今天 水 她 忘記,她,水,今天,水,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0877,synthetic_template,她今天沒有忘記水,今天 水 她 忘記 沒有,她,水,今天,水,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0878,synthetic_template,她今天討厭水,今天 水 她 討厭,她,水,今天,水,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0879,synthetic_template,她今天沒有討厭水,今天 水 她 討厭 沒有,她,水,今天,水,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0880,synthetic_template,她今天買作業,今天 作業 她 買,她,作業,今天,作業,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0881,synthetic_template,她今天沒有買作業,今天 作業 她 買 沒有,她,作業,今天,作業,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0882,synthetic_template,她今天看作業,今天 作業 她 看,她,作業,今天,作業,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0883,synthetic_template,她今天沒有看作業,今天 作業 她 看 沒有,她,作業,今天,作業,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0884,synthetic_template,她今天喝作業,今天 作業 她 喝,她,作業,今天,作業,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0885,synthetic_template,她今天沒有喝作業,今天 作業 她 喝 沒有,她,作業,今天,作業,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0886,synthetic_template,她今天帶作業,今天 作業 她 帶,她,作業,今天,作業,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0887,synthetic_template,她今天沒有帶作業,今天 作業 她 帶 沒有,她,作業,今天,作業,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0888,synthetic_template,她今天寫作業,今天 作業 她 寫,她,作業,今天,作業,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0889,synthetic_template,她今天沒有寫作業,今天 作業 她 寫 沒有,她,作業,今天,作業,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0890,synthetic_template,她今天找作業,今天 作業 她 找,她,作業,今天,作業,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0891,synthetic_template,她今天沒有找作業,今天 作業 她 找 沒有,她,作業,今天,作業,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0892,synthetic_template,她今天喜歡作業,今天 作業 她 喜歡,她,作業,今天,作業,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0893,synthetic_template,她今天沒有喜歡作業,今天 作業 她 喜歡 沒有,她,作業,今天,作業,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0894,synthetic_template,她今天記得作業,今天 作業 她 記得,她,作業,今天,作業,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0895,synthetic_template,她今天沒有記得作業,今天 作業 她 記得 沒有,她,作業,今天,作業,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0896,synthetic_template,她今天忘記作業,今天 作業 她 忘記,她,作業,今天,作業,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0897,synthetic_template,她今天沒有忘記作業,今天 作業 她 忘記 沒有,她,作業,今天,作業,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0898,synthetic_template,她今天討厭作業,今天 作業 她 討厭,她,作業,今天,作業,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0899,synthetic_template,她今天沒有討厭作業,今天 作業 她 討厭 沒有,她,作業,今天,作業,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0900,synthetic_template,她今天買電影,今天 電影 她 買,她,電影,今天,電影,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0901,synthetic_template,她今天沒有買電影,今天 電影 她 買 沒有,她,電影,今天,電影,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0902,synthetic_template,她今天看電影,今天 電影 她 看,她,電影,今天,電影,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0903,synthetic_template,她今天沒有看電影,今天 電影 她 看 沒有,她,電影,今天,電影,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0904,synthetic_template,她今天喝電影,今天 電影 她 喝,她,電影,今天,電影,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0905,synthetic_template,她今天沒有喝電影,今天 電影 她 喝 沒有,她,電影,今天,電影,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0906,synthetic_template,她今天帶電影,今天 電影 她 帶,她,電影,今天,電影,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0907,synthetic_template,她今天沒有帶電影,今天 電影 她 帶 沒有,她,電影,今天,電影,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0908,synthetic_template,她今天寫電影,今天 電影 她 寫,她,電影,今天,電影,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0909,synthetic_template,她今天沒有寫電影,今天 電影 她 寫 沒有,她,電影,今天,電影,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0910,synthetic_template,她今天找電影,今天 電影 她 找,她,電影,今天,電影,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0911,synthetic_template,她今天沒有找電影,今天 電影 她 找 沒有,她,電影,今天,電影,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0912,synthetic_template,她今天喜歡電影,今天 電影 她 喜歡,她,電影,今天,電影,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0913,synthetic_template,她今天沒有喜歡電影,今天 電影 她 喜歡 沒有,她,電影,今天,電影,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0914,synthetic_template,她今天記得電影,今天 電影 她 記得,她,電影,今天,電影,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0915,synthetic_template,她今天沒有記得電影,今天 電影 她 記得 沒有,她,電影,今天,電影,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0916,synthetic_template,她今天忘記電影,今天 電影 她 忘記,她,電影,今天,電影,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0917,synthetic_template,她今天沒有忘記電影,今天 電影 她 忘記 沒有,她,電影,今天,電影,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0918,synthetic_template,她今天討厭電影,今天 電影 她 討厭,她,電影,今天,電影,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0919,synthetic_template,她今天沒有討厭電影,今天 電影 她 討厭 沒有,她,電影,今天,電影,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0920,synthetic_template,她今天買訊息,今天 訊息 她 買,她,訊息,今天,訊息,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0921,synthetic_template,她今天沒有買訊息,今天 訊息 她 買 沒有,她,訊息,今天,訊息,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0922,synthetic_template,她今天看訊息,今天 訊息 她 看,她,訊息,今天,訊息,看,plain,word_order,none,false,none,時間在前；受語作主題
